pmid,title,abstract,year
41096855,"A High-Throughput Sequencing Strategy for Clinical Repertoire Profiling of T Cell Receptor Beta Chain: Development and Reference Values Across Healthy Adults, Paediatrics, and Cord Blood Units.","T cell receptor (TCR) profiling using next-generation sequencing (NGS) enables high-throughput, in-depth analysis of repertoire diversity, offering numerous clinical applications. We developed a DNA-based strategy to analyse the TCRβ-chain using NGS and established reference values for T cell repertoire characteristics in 74 healthy donors, including 44 adults, 20 paediatrics, and 10 cord blood units (CBUs). Additionally, four paediatric patients with combined immunodeficiency (CID) or severe CID (SCID) due to deleterious mutations in recombination activating genes (RAG) were analysed. The developed strategy demonstrated high specificity, reproducibility, and sensitivity, and all functional variable and joining genes were detected with minimal PCR bias. All donors had a Gaussian-like distribution of complementary-determining region 3 length, with lower presence of non-templated nucleotides and higher proportion of non-functional clonotypes in CBUs. Both CBUs and paediatrics showed greater convergence and TCRβ diversity was significantly lower in adults and donors with cytomegalovirus-positive serostatus. Finally, an analysis of paediatric patients with RAG-SCID/CID showed significantly shorter CDR3 region length and lower repertoire diversity compared to healthy paediatrics. In summary, we developed a reliable and feasible TCRβ sequencing strategy for application in the clinical setting, and established reference values that could assist in the diagnosis and monitoring of pathological conditions affecting the T cell repertoire.",2025
41092800,TCR bias drives development of dominant vaccine-induced CD8+ T cell responses which can be redirected toward cellular targets.,"The yellow fever (YF) vaccine is known to elicit strong CD8+ T cell immune responses, predominantly targeting an HLA-A2-restricted immunodominant epitope within the NS4B protein. We aimed to characterize these cells and explore their functional utility when redirected to a target unrelated to YF. We performed single-cell TCR and mRNA sequencing on YF-specific CD8+ T cells from five vaccinated donors, 21 days post-vaccination to characterize their clonal diversity and transcriptional profiles. An HLA-restricted bispecific T cell engager, Redirector of Vaccine-induced Effector Responses (RoVER), was used to redirect YF-specific CD8+ T cells toward target cells including HIV-1-infected CD4+ T cells and CD19+ B cells. The vaccine elicited a robust CD8+ T cell response characterized by a diverse set of differentiated YF-specific cells spanning activated naïve-like, memory and effector phenotypes. Despite biases in the TCR repertoires, antigen-specificity did not promote the development of unique phenotypes following vaccination. Our findings suggest phenotypic overlap causing redundancy in CD8+ T cell immunity across YF epitopes. Using the recombinant RoVER, YF-specific CD8+ T cells could be redirected toward other target cells, leading to efficient target cell elimination. Together, this study enhances our understanding of the cytotoxic T cell response to viral infections and its implications for vaccine development, while also supporting the development of personalised immunotherapies tailored to individual HLA alleles.",2025
41088891,Umbilical cord blood-derived cytotoxic T lymphocytes target melanoma via HLA-A2-restricted tumour antigens.,"Melanoma is recognized as a highly malignant cancer with a generally poor prognosis, underscoring the critical need for effective therapeutic strategies. Adoptive cell therapy has emerged as a promising modality to improve treatment outcomes in melanoma. For endogenous cell therapy (ECT), peripheral blood (PB) has traditionally served as the primary cell source. However, the potential of umbilical cord blood (UCB) as an alternative source for ECT remains unclear. Furthermore, the repertoire of TCRs remains limited. These deficiencies impede the optimization and broader application of ECT for melanoma, highlighting the necessity for focused investigations to resolve these issues.",2025
41087327,A pan-disease and population-level single-cell TCRαβ repertoire reference.,"Recent advances in single-cell technology enable the simultaneous capture of T cell receptor (TCR) sequences and gene expression (GEX), providing an integrated view of T cell function. However, linking TCRαβ information and T cell phenotypes at the population level to elucidate their disease association remains an unaddressed gap. Here, by constructing a large-scale reference of paired single-cell RNA/TCR sequencing (scRNA/TCR-seq) comprising more than 2 million T cells from 70 studies, 1017 biological samples, 583 individuals, and 46 disease conditions, along with their single-cell transcriptome, full-length paired TCR, and human leukocyte antigen (HLA) genotypes, we revealed the intrinsic features of germline-encoded TCR-major histocompatibility complex (MHC) restriction in CD4",2025
41085626,Utilizing Protein Bioinformatics to Delve Deeper into Immunopeptidomic Datasets with AIMS: An Automated Immune Molecule Separator.,"Immunopeptidomics is a growing subfield of proteomics that has the potential to shed new light on a long-neglected aspect of adaptive immunology: a comprehensive understanding of the peptides presented by major histocompatibility complexes (MHC) to T cells. As the field of immunopeptidomics continues to grow and mature, a parallel expansion in the methods for extracting quantitative features of these peptides is necessary. Currently, massive experimental efforts to isolate a given immunopeptidome are summarized in tables and pie charts or, worse, entirely thrown out in favor of singular peptides of interest. Ideally, an unbiased approach would dive deeper into these large proteomic datasets, identifying sequence-level biochemical signatures inherent to each individual dataset and the given immunological niche. This chapter will outline the steps for a powerful approach to such analysis, utilizing the Automated Immune Molecule Separator (AIMS) software for the characterization of immunopeptidomic datasets. AIMS is a flexible tool for the identification of biophysical signatures in peptidomic datasets, the elucidation of nuanced differences in repertoires collected across tissues or experimental conditions, and the generation of machine learning models for future applications to classification problems. In learning to use AIMS, readers of this chapter will receive a broad introduction to the field of protein bioinformatics and its utility in the analysis of immunopeptidomic datasets and other large-scale immune repertoire datasets.",2026
41060975,AutoTFCNNY: A multi-instance neural network for enhanced early cancer detection using TCR data.,"For most cancers, early diagnosis and intervention can significantly improve cure rates and patient survival. Consequently, achieving early and accurate cancer detection has always been a central focus in both medical practice and scientific research. Recently, studies based on peripheral blood T-cell receptors (TCRs) have attracted considerable attention due to their noninvasiveness and potential for high sensitivity. It has been reported that cancer-associated TCRs (caTCRs) exist in the peripheral blood of cancer patients, suggesting that discerning whether a TCR repertoire is associated with cancer provides a viable strategy for early cancer prediction. However, extracting crucial cancer-related information from a large and heterogeneous TCR repertoire remains a major challenge.To address this issue, we propose AutoTFCNNY, a multi-instance deep neural network model that combines a Transformer and a convolutional neural network (CNN). Built upon a multi-instance learning (MIL) framework, AutoTFCNNY leverages the Transformer's global dependency modeling alongside the CNN's local feature enhancement to effectively extract TCR sequence features, thereby significantly improving early cancer detection accuracy. Experimental results demonstrate that AutoTFCNNY performs well in detecting 22 different cancer types, achieving an average area under the ROC curve (AUC) exceeding 0.94. Notably, in 18 of these types-including brain cancer and non-small cell lung cancer et al.-the average AUC surpasses 0.99. These findings indicate that AutoTFCNNY possesses high accuracy, stability, and favorable generalization ability, suggesting its potential as a non-invasive tool for early cancer detection based on peripheral blood TCR repertoires.",2025
41058231,Systemic T Cell Receptor Profiling Reveals Adaptive Immune Activation and Potential Immune Signatures of Diagnosis and Brain Atrophy in Epilepsy.,"Epilepsy is increasingly associated with immune dysregulation and inflammation. The T cell receptor (TCR), a key mediator of adaptive immunity, shows repertoire alterations in various immune-mediated diseases. The unique TCR sequence serves as a molecular barcode for T cells, and clonal expansion accompanied by reduced overall TCR repertoire diversity reflects adaptive immune activation. We investigated peripheral TCR repertoire changes in epilepsy and their association with disease severity and brain atrophy.",2026
41050667,Comprehensive analysis of αβT-cell receptor repertoires reveals signatures of thymic selection.,"Thymic selection is crucial for forming a pool of T-cells that can efficiently discriminate self from non-self using their T-cell receptors (TCRs) to develop adaptive immunity. In the present study we analyzed how a diverse set of physicochemical and sequence features of a TCR can affect the chances of successfully passing the selection. On a global scale we identified differences in selection probabilities based on CDR3 loop length, hydrophobicity, and residue sizes depending on variable genes and TCR chain context. We also observed a substantial decrease in N-glycosylation sites and other short sequence motifs for both alpha and beta chains. At the local scale we used dedicated statistical and machine learning methods coupled with a probabilistic model of the V(D)J rearrangement process to infer patterns in the CDR3 region that are either enriched or depleted during the course of selection. While the abundance of patterns containing poly-Glycines can improve CDR3 flexibility in selected TCRs, the ""holes"" in the TCR repertoire induced by negative selection can be related to Arginines in the (N)-Diversity (D)-N-region (NDN) region. Corresponding patterns were stored by us in a database available online. We demonstrated how TCR sequence composition affects lineage commitment during thymic selection. Structural modeling reveals that TCRs with ""flat"" and ""bulged"" CDR3 loops are more likely to commit T-cells to the CD4+ and CD8+ lineage respectively. Finally, we highlighted the effect of an individual MHC haplotype on the selection process, suggesting that those ""holes"" can be donor-specific. Our results can be further applied to identify potentially self-reactive TCRs in donor repertoires and aid in TCR selection for immunotherapies.",2025
41042909,Vaccination-induced T cell responses maintain polyclonality with high antigen receptor avidity.,"Clonal expansion is a hallmark of adaptive immunity and has been challenging to investigate in humans in a standardized manner compared with animal models. We studied a cohort of 29 healthy individuals who received three mRNA vaccinations against SARS-CoV-2 before a breakthrough infection. We characterized the magnitude, phenotype, and clonal composition of CD8 T cell responses against 16 epitope specificities by ELISpot; flow cytometry; and single-cell RNA, protein, and T cell receptor (TCR) sequencing. One hundred six TCRs from five epitope-specific repertoires were reexpressed and tested for peptide sensitivity. Whereas vaccination-recruited T cell repertoires were enriched for high-avidity TCRs, differential clonal expansion was not linked to fine avidity differences. Instead, maintenance of polyclonality ensured robustness in counteracting viral mutational escape through altered epitopes. Deciphering the functionality of human antigen-specific T cell repertoires instructs our understanding of human T cell biology and may guide the development of vaccines and other immunotherapies.",2025
41034205,Long-persisting SARS-CoV-2 spike-specific CD4,"The recent COVID-19 pandemic left behind the lingering question as whether new variants of concern might cause further waves of infection. Thus, it is important to investigate the long-term protection gained via vaccination or exposure to the SARS-CoV-2 virus. Here we compare the evolution of memory T-cell responses following primary infection with subsequent antigen exposures. Single-cell TCR analysis of three dominant SARS-CoV-2 spike-specific CD4",2025
41022795,Neuron-reactive KIR,Autoreactive CD8,2025
41009495,Single-Cell TCR Sequencing Uncovers Remodeling of the Immune Repertoire After a Short-Term Gluten-Free Diet in Pediatric Celiac Disease.,"Celiac disease (CD) is a chronic autoimmune disorder triggered by gluten in genetically susceptible individuals. While gluten-free diet (GFD) remains the primary treatment, the molecular mechanisms underlying immune reconstitution remain poorly understood in pediatric populations. This study aimed to characterize T cell receptor (TCR) repertoire remodeling in pediatric CD patients following short-term GFD. We conducted a longitudinal observational study analyzing peripheral blood circulating T cells from five pediatric CD patients at two time points: pre-GFD (at diagnosis) and post-GFD (after 9-10 months of strict dietary adherence). Single-cell TCR sequencing was performed to analyze clonotype diversity, gene usage patterns and TRAV-TRBV pairing combinations. Analysis of 9661 T cells revealed significant TCR repertoire remodeling post-GFD. Expanded clones, predominantly cytotoxic CD8+ T cells, contracted post-GFD (",2025
40996146,Neighborhood enrichment for the identification of antigen-specific T-cell receptors.,"Understanding T-cell receptor (TCR) specificity is not only essential for fundamental research, but could open up novel avenues for diagnostics, cancer immunotherapy, and the targeted treatment of autoimmune diseases. The immune system responds to challenges through groups of T-cells with similar TCR sequences. In recent years, searching for TCRs with an enrichment of similar sequences - neighbors - in a TCR repertoire has become a standard procedure for antigen-specific TCR identification. This study provides a systematic comparison of computational algorithms-ALICE, TCRNET, GLIPH2, and tcrdist3-that leverage neighborhood enrichment for antigen-specific TCR identification. Using published murine datasets from Lymphocytic choriomeningitis virus (LCMV) infection and novel datasets from Sputnik V vaccination and Mycobacterium tuberculosis (Mtb) infection, we evaluated the performance of these algorithms. To facilitate reproducible analysis, we developed TCRgrapher, an R library that integrates these pipelines into a user-friendly framework. TCRgrapher enables efficient identification of antigen-specific TCRs from single repertoire snapshots and supports flexible parameter customization. Our comparative analysis revealed that ALICE and TCRNET consistently outperformed GLIPH2 and tcrdist3 across most datasets, achieving higher area under precision-recall curve. While murine datasets provide valuable insights into algorithm performance, caution is advised when extrapolating these results to other species or different experimental conditions. TCRgrapher is freely available on GitHub (https://github.com/KseniaMIPT/tcrgrapher), offering researchers a robust tool for investigating TCR specificity and advancing immunological studies.",2025
40993505,γδ T Cell Infiltration Predicts the Prognosis of Lumbar Disc Herniation.,"Lumbar disc herniation (LDH) is a common degenerative spinal disorder traditionally attributed to mechanical compression. However, growing evidence suggests that the immune system plays a crucial role in its pathogenesis. The role of alterations in the T cell receptor (TCR) clonal repertoire in LDH and their correlation with neurological recovery was investigated in this study. Immunohistochemical analysis was performed to assess T cell infiltration in nucleus pulposus tissue from patients with LDH, while TCR immune repertoire sequencing was conducted on peripheral blood mononuclear cells to examine TCR clonal diversity and gene rearrangement patterns. The results revealed a significant reduction in TCR clonal diversity in patients with LDH, with selective expansion of specific V, J, and VDJ gene segments indicating abnormal clonal proliferation of certain T cell subsets. Furthermore, local CD3",2026
40992783,Tertiary lymphoid structures in Merkel cell carcinoma facilitate naïve and central memory T-cell infiltration linked to immunotherapy response.,"The presence of tertiary lymphoid structures (TLS) in solid tumors, including Merkel cell carcinoma (MCC), is associated with a better prognosis and a better response to immunotherapy with immune checkpoint inhibition (ICI). The detailed mechanisms by which TLS influence antitumor immune responses are only partially understood.",2025
40989699,Blood memory CD8 T cell phenotypes in lung cancer patients predict immune checkpoint treatment responses.,"Immune checkpoint inhibition (ICI) has become a standard treatment to re-invigorate tumor-attacking T cell responses in multiple cancer indications, yet a patient's response is unpredictable even with a confirmed expression of the relevant targets such as PD-1 or PD-L1. Previously identified biomarkers of response have relatively low accuracy, making it difficult to reliably employ them as predictors of clinical response.",2025
40983341,ESPEC-SUIT: a versatile and robust platform to identify and track antigen-specific T cell receptors in patients with cancer.,"Methods to identify and characterize antigen-reactive T cell receptors (TCRs) represent important tools to understand and exploit T cell responses in patients with cancer and beyond. Current methods are hampered by the rarity of individual T cell clones and limited applicability to monitor both major histocompatibility complex (MHC) class I-restricted and MHC class II-restricted responses, hence insufficiently reflecting the entire antigen-reactive repertoire of a patient. To obtain broad and deep insight into polyclonal, antigen-specific TCR repertoires, we developed the 'epitope-specific expansion culture with subsequent identification of TCRs' (ESPEC-SUIT) assay to identify and track antigen-specific TCRs.",2025
40964361,Dual checkpoint blockade of glioblastoma with Anti-PD-1 and Anti-LAG-3 promotes expansion of tumor-reactive T cell clones along a unique pathway of differentiation.,"IDH-wildtype grade IV glioblastoma is the most aggressive adult primary brain tumor and remains refractory to anti-PD-1 monotherapy despite evidence of limited tumor-specific T cell induction. To determine the impact of immune checkpoint inhibitors (ICIs) on glioblastoma T cell transcriptional landscape and repertoire, we conducted paired single-cell RNA sequencing (scRNA-seq) and T cell receptor sequencing (TCR-seq) of tumor-infiltrating lymphocytes (TILs) from patients with untreated, newly diagnosed glioblastoma and from recurrent glioblastoma treated with dual checkpoint blockade targeting PD-1 and LAG-3. Using a validated transcriptional signature, we found that predicted tumor-reactive T cells (TRC) in untreated glioblastomas reside almost exclusively in a clonally expanded GZMK ",2025
40939018,THLANet: A deep learning framework for predicting TCR-pHLA binding in immunotherapy applications.,"Adaptive immunity is a targeted immune response that enables the body to identify and eliminate foreign pathogens, playing a critical role in the anti-tumor immune response. Tumor cell expression of antigens forms the foundation for inducing this adaptive response. However, the human leukocyte antigens (HLA)-restricted recognition of antigens by T-cell receptors (TCR) limits their ability to detect all neoantigens, with only a small subset capable of activating T-cells. Accurately predicting neoantigen binding to TCR is, therefore, crucial for assessing their immunogenic potential in clinical settings. We present THLANet, a deep learning model designed to predict the binding specificity of TCR to neoantigens presented by class I HLAs. THLANet employs evolutionary scale modeling-2 (ESM-2), replacing the traditional embedding methods to enhance sequence feature representation. Using scTCR-seq data, we obtained the TCR immune repertoire and constructed a TCR-pHLA binding database to validate THLANet's clinical potential. The model's performance was further evaluated using clinical cancer data across various cancer types. Additionally, by analyzing divided complementarity-determining region (CDR3) sequences and simulating alanine scanning of antigen sequences, we provided new insights into the 3D binding interactions of TCRs and antigens. Predicting TCR-neoantigen pairing remains a significant challenge in immunology, THLANet provides accurate predictions using only the TCR sequence (CDR3β), antigen sequence, and class I HLA, offering novel insights into TCR-antigen interactions.",2025
40936899,Large-scale statistical mapping of T-cell receptor ,"T-cell receptors (TCRs) interacting with peptides presented by human leukocyte antigens (HLAs) are the foundation of the adaptive immune system, but population-level analysis of TCR-HLA interactions is lacking.",2025
40923589,TCRdb 2.0: an updated T-cell receptor sequence database.,"T-cell receptor (TCR) repertoire sequencing allows researchers to analyze millions of TCRs, providing unparalleled precision in understanding immune responses and enabling broad applications. However, existing TCR-related databases are based on a limited number of samples. Here, we present TCRdb2.0 (https://guolab.wchscu.cn/TCRdb2/#/), an updated and significantly expanded resource with enriched data and enhanced functionalities. TCRdb2.0 incorporates ∼700 million TCR sequences derived from 19 701 TCR-Seq samples across 46 tissues and 147 clinical conditions, making it the most comprehensive TCR sequence database to date. The homepage of TCRdb2.0 has powerful browsing, searching and downloading functions. It displays multiple features of TCR in sample and project levels. Compared to the previous release, TCRdb2.0 has the following major improvements: (i) a substantial increase of TCR sequences, from 277 million to ∼700 million; (ii) inclusion of TCR sequences from Gamma delta (γδ) T cells; (iii) integration of therapy-related TCR-Seq datasets, such as programmed cell death 1 (PD-1) blockade immunotherapy; (iv) construction of the largest TCR sequence reference from healthy samples; and (v) redesign of a new search and download function, enabling flexible queries and downloads. With its extensive data and user-friendly web interface, TCRdb2.0 will serve as an invaluable resource for functional studies of TCRs in both health and disease.",2026
40911696,DDX55 safeguards naïve T cell homeostasis by suppressing activation-promoting transposable elements.,"Naïve T cells are maintained in a homeostatic state to preserve a stable T cell pool with diverse T cell receptor (TCR) repertoires, ensuring preparedness for priming. However, the underlying mechanisms controlling naïve T cell homeostasis and priming remain unclear. Leveraging a machine learning-based functional genetic screen, we identified ",2025
40909501,Tissue-specific clonal selection and differentiation of CD4,Pathogen-specific CD4,2025
40909275,Assessing the impact of TET2 and TET3 deletion in TCRalpha and TCRbeta repertoire in murine CD4 T cells in physiological and pathophysiological conditions.,"Ten Eleven Translocation (TET) proteins can oxidize 5-methylcytosine to generate in sequential steps oxidized forms of cytosine: 5-hydroxymethylcytosine, 5-formylcytosine and 5-carboxylcytosine. Through their catalytic activity TET proteins promote active DNA demethylation. There are three TET proteins: TET1, TET2 and TET3. In T cells, TET2 and TET3 are more highly expressed. In the past years we have extensively analyzed the impact of TET proteins and 5-hydroxymethylcytosine in T cell development. In this report, we focus on the impact of TET proteins in the TCR alpha (α) and beta (β) repertoires in thymic CD4 single positive cells and upon migration in the periphery. Our data reveal that both wild type and ",2025
40906332,HLA-A*02:01 Presents Penicillin-Modified Cysteinylated Peptides for T Cell Recognition.,"A subset of patients experience immune-mediated hypersensitivity reactions towards β-lactam antibiotics, with drug-specific T cells implicated as one of the causative factors. The principal mechanism is thought to involve chemical haptenation of self-peptides, resulting in novel peptide drug-adducts that may trigger T cell recognition. Understanding the interactions between the β-lactam drug, the T cell receptor (TCR) and the peptide/human leukocyte antigen (pHLA) complex is critical to gain further mechanistic insights into these hypersensitivity reactions. This study aimed to 1) explore the array of haptenated ligands presented by HLA-A*02:01, 2) evaluate the repertoire of T cells involved in penicillin-induced reactions in a hypersensitive patient and 3) determine if a dominant penicillin-specific TCR clonotype recognises haptenated HLA peptides.",2025
40875293,T cell receptor repertoire in cell-free DNA as a proxy for tumor infiltrates in patients treated with pembrolizumab.,"Profiling tumor and systemic T cell receptor (TCR) repertoires can identify features associated with the clinical benefit of patients with cancer on immune checkpoint blockade therapy. This study reports on the diversity and specificity analysis of TCR sequences from 58 tumor, 306 peripheral blood mononuclear cell (PBMC), and 73 cell-free DNA (cfDNA) samples from 81 patients with solid tumors treated with pembrolizumab. This analysis reveals that head and neck carcinomas have significantly lower PBMC diversity and shorter persistence of pembrolizumab-induced diversification compared to other cancers. Using GLIPHII (grouping lymphocyte interactions with paratope hotspots), we find that tumor-derived clonotypes form non-microbial specificity signatures are shared across patients and cancer types. Tumor-derived clonotypes are enriched in cfDNA compared to PBMCs, despite the diversity of cfDNA TCR repertories being two orders of magnitude lower than PBMCs. TCRs shared between tumors and cfDNAs persist in PBMCs beyond 50 weeks of treatment, suggesting that cfDNA captures clonotypes contributing to anti-tumor immune surveillance.",2025
40866291,Spatial TCR clonality and clonal expansion in the in situ microenvironment of non-small cell lung cancer.,T-cell activation and clonal expansion are essential to effective immunotherapy responses in non-small cell lung cancer (NSCLC). The distribution of T-cell clones may offer insights into immunogenic mechanisms and imply potential prognostic and predictive information.,2025
40854597,The canine T cell receptor repertoire.,"Tseek is a method of sequencing T cell receptor (TCR) repertoires with minimal bias. This work aimed to develop methods to characterize the TCR repertoire in dogs, identify influences such as genetic lineage and age, and evaluate the use of repertoires to monitor immune status in dogs.",2025
40855305,Functional tumor-reactive CD8 + T cells in pancreatic cancer.,"Traditional methods for detecting tumor-reactive (TR) CD8 + tumor-infiltrating lymphocytes (TILs) in pancreatic cancer usually focus on neo-antigenic epitopes, which is limited by the narrow range of antigenic epitopes, and the lengthy and complex identification processes, resulting in an incomplete understanding of the biological characteristics of TR CD8 + TILs.",2025
40855636,TCR representation learning with protein language models: a comprehensive review.,"The T-cell receptor (TCR) repertoire is a valuable source of information that reflects an individual's immune status and infection history. However, due to the exceptional diversity and complexity of the TCR repertoire, predicting its functional properties remains a challenging task. This review summarizes recent advances in protein language models (PLMs), which apply natural language processing techniques to protein sequences, focusing specifically on TCR repertoire analysis. We begin by outlining the biological basis of the TCR repertoire and its current clinical applications. We then describe the methods used for representing TCR data and the training procedures of the corresponding PLMs. PLMs capture context-dependent features from large unlabeled TCR datasets and achieve high generalization performance even with limited labeled data through transfer learning. In this respect, PLMs offer significant advantages over conventional sequence representation methods. We highlight antigen specificity prediction as a key application, comparing supervised deep learning models with PLM-based approaches. While employment of PLMs is promising, TCR repertoire analysis still faces challenges such as data scarcity, bias, and lack of paired-chain information. Addressing these challenges requires rigorous dataset optimization, integration, and augmentation strategies. Future advances will require better interpretation of the representations learned by PLMs and the development of multimodal approaches that integrate structural information. These advances could enable several clinical applications, including disease diagnosis, vaccine development, and personalized immune profiling.",2026
40847198,Predicting antigen-specific T-cell immunity against Wilms tumor 1 in hematologic cancer.,"Wilms tumor 1 (WT1) is a tumor-associated antigen expressed in solid tumors and hematological malignancies. T-cell immunotherapies targeting WT1 are currently under development. To analyze endogenous T-cell responses against WT1, we trained computational models capable of detecting WT1-specific T-cell responses from T-cell receptor (TCR) sequencing data. We peptide-pulsed healthy donor and acute myeloid leukemia (AML) patient samples with VLDFAPPGA (VLD, WT1",2025
40829156,A phase 2 study of zanubrutinib in combination with rituximab and lenalidomide in de novo diffuse large B-cell lymphoma.,"Older patients with diffuse large B-cell lymphoma (DLBCL) present unfavorable genetic and microenvironmental alterations. In this phase 2 trial, we assessed the efficacy and safety of zanubrutinib in combination with rituximab and lenalidomide (ZR2) in patients with de novo DLBCL aged ≥75 years. Forty patients were enrolled, and the primary end point was the complete response rate, which was 65.0% (95% confidence interval [CI], 48.3-78.9) at the end of induction treatment. The 2-year progression-free and overall survival rates were 67.1% (95% CI, 50.1-79.4) and 82.4% (95% CI, 66.5-91.2). The most common grades 3 and 4 hematologic adverse event (AE) was neutropenia (n = 14 [35.0%]). The most common grades 3 and 4 nonhematologic AEs were increased alanine transaminase (n = 5 [12.5%]) and aspartate transaminase levels (n = 5; 12.5%), and pulmonary infection (n = 5 [12.5%]). No events of atrial fibrillation were observed. Importantly, the efficacy of ZR2 was more dependent on tumor microenvironmental than genetic alterations, and was associated with upregulation of class I and II human leukocyte antigen and increased number and function of conventional type 1 dendritic cells. Preexisting expansion of intratumoral CD8+ T cells and treatment-induced clonal T-cell receptor (TCR) repertoire contributed to better clinical outcome. TCR sequencing of the peripheral blood mononuclear cell samples from patients with durable remission detected the expanded T-cell clones 3 years after treatment. These findings thus improve the understanding of the effect of T-cell immunological memory on ZR2-based immunotherapy, and support a paradigm shift toward mechanism-based targeted therapy of aggressive lymphoma. This trial was registered at www.clinicaltrials.gov as #NCT04460248.",2025
40815345,T-cell receptor insights: Determinants of Major Histocompatibility Complex class I versus class II recognition.,"In this study, we analyzed large-scale T-cell receptor (TCR) sequence data to determine whether TCRs preferentially bind to major histocompatibility complex (MHC) class I (CD8+) or class II (CD4+) epitopes. Using the International ImMunoGeneTics information system numbering scheme, we identified specific positions with distinct amino acid enrichment for each MHC class and developed machine learning models for classification. While our frequency-based approach effectively differentiated MHC-I from MHC-II TCRs in cross-validation, performance declined when only beta chain data were used from real-world peripheral blood mononuclear cell samples. However, incorporating the TCR alpha chain significantly improved accuracy, emphasizing its importance for MHC recognition. Overall, we found that V-region loops can signal MHC class bias, aiding in immunotherapy design and TCR repertoire analysis, while highlighting the need for larger, more diverse datasets for reliable predictions.",2025
40801654,Exploiting TCR Repertoire Analysis to Select Therapeutic TCRs for Cancer Immunotherapy.,"Over the past decade, numerous innovative immunotherapy strategies have transformed the treatment of cancer and improved the survival of patients unresponsive to conventional chemotherapy and radiation therapy. Immune checkpoint inhibition approaches aim to block negative regulatory pathways that limit the function of endogenous T cells, while adoptive cell therapy produces therapeutic T cells with high functionality and defined cancer specificity. While CAR engineering successfully targets cancer surface antigens, TCR engineering enables targeting of the entire cancer proteome, including mutated neo-antigens. To date, TCR engineering strategies have focused on the identification of target cancer antigens recognised by well-characterised therapeutic TCRs. In this review, we explore whether antigen-focused approaches could be complemented by TCR-focused approaches, whereby information of the TCR repertoire of individual patients provides the basis for selecting TCRs to engineer autologous T cells for adoptive cell therapy. We discuss how TCR clonality profiles, distribution in T cell subsets, and bioinformatic screening against continuously improving TCR databases can guide the selection of TCRs for therapeutic application. We further outline in vitro approaches to prioritise TCR candidates to confirm cancer reactivity and exclude recognition of healthy autologous cells, which could provide validation for their therapeutic use even when the target antigen remains unknown.",2025
40799546,,"T cell repertoires of different individuals occasionally converge on the same T cell receptor (TCR) sequence as a solution to target immunodominant epitopes. A complete mapping of these ""public"" TCR specificities may enable a global understanding of population-level immune histories. Here, we sought to determine the antigen specificities of public TCRs with unknown target identity. We developed a functional screening workflow in which we screen panels of TCRs for reactivity to individual viral genomes or to approximately 1,000 viral reference strains, and then sort out the immunogenic peptides by labeling antigen-presenting cells that are in proximity to activated T cells. Using this workflow, we identified the target specificities of T cells that are circulating in up to 14% of individuals, including a pre-COVID-19 seasonal coronavirus-reactive TCR that cross-reacts with peptides within pandemic coronaviruses; an influenza B-reactive TCR that targets a highly conserved epitope; and TCRs targeting Herpesviridae family viruses that cause long-term latent infections. Our results demonstrate an efficient strategy to reveal public T cell memories ",2025
40796743,A clonally expanded nodal T-cell population diagnosed as T-cell lymphoma after CAR-T therapy.,"Reports of secondary malignancies after chimeric antigen receptor (CAR)-T and possible CAR-T derived malignant transformation necessitate caution. Here we describe a patient with diffuse large B-cell lymphoma who developed new lymphadenopathy 2.5 years after CAR-T in the context of COVID-19 infection with histopathologic features consistent with T-cell lymphoma (TCL). Deep molecular interrogation with genomic sequencing and single-cell spatial transcriptomics reveals a highly proliferative clonal T-cell population co-expressing CD4 and CD8 with biallelic TCR rearrangement and no evidence of the CAR construct. The expanded clonotype displayed T follicular helper (TFH) cell transcriptomic programs and occupies immune-excluded spatial niches within the lymph node, supportive of TFH-like neoplastic T cell behavior. Remarkably, the lymphadenopathy spontaneously resolved on interval imaging. Our data underscore the need for better understanding of post-CAR-T clonal T-cell lymphoproliferative disorders to avoid unnecessary treatment and higher specificity in diagnostic methods for TCL.",2025
